,submission_id,student_id,exercise_id,state,approval_date,average_answer_time_in_hours,name_x,position,min_task_time_in_min,max_task_time_in_min,name_y,start_date,target_completion_date,progress_percent,test_variable
0,343141.0,40243.0,8433.0,approved,2020-04-19 00:00:00+00:00,7.54,Exercise 11,11.0,60.0,180.0,Student 355,2020-02-29 00:00:00+00:00,2021-01-05 00:00:00+00:00,22.0,a
1,397957.0,42906.0,8433.0,approved,2020-09-02 00:00:00+00:00,7.44,Exercise 11,11.0,60.0,180.0,Student 205,2020-05-26 00:00:00+00:00,2021-02-01 00:00:00+00:00,22.0,b
2,398759.0,43515.0,8434.0,approved,2020-09-04 00:00:00+00:00,18.42,Exercise 21,21.0,60.0,180.0,Student 122,2020-06-12 00:00:00+00:00,2021-01-14 00:00:00+00:00,45.0,b
3,381763.0,43515.0,8433.0,approved,2020-07-26 00:00:00+00:00,3.52,Exercise 11,11.0,60.0,180.0,Student 122,2020-06-12 00:00:00+00:00,2021-01-14 00:00:00+00:00,45.0,b
4,395175.0,43660.0,8434.0,approved,2020-08-29 00:00:00+00:00,15.705,Exercise 21,21.0,60.0,180.0,Student 207,2020-06-17 00:00:00+00:00,2021-01-27 00:00:00+00:00,49.0,b
5,386337.0,43660.0,8433.0,approved,2020-08-06 00:00:00+00:00,15.620000000000001,Exercise 11,11.0,60.0,180.0,Student 207,2020-06-17 00:00:00+00:00,2021-01-27 00:00:00+00:00,49.0,b
6,402200.0,43716.0,8434.0,approved,2020-09-11 00:00:00+00:00,8.94,Exercise 21,21.0,60.0,180.0,Student 124,2020-06-19 00:00:00+00:00,2021-01-21 00:00:00+00:00,43.0,b
7,385005.0,43716.0,8433.0,approved,2020-08-05 00:00:00+00:00,12.625,Exercise 11,11.0,60.0,180.0,Student 124,2020-06-19 00:00:00+00:00,2021-01-21 00:00:00+00:00,43.0,b
8,413217.0,44756.0,8435.0,almost_there,,11.040000000000001,Exercise 31,31.0,60.0,180.0,Student 206,2020-07-18 00:00:00+00:00,2021-02-22 00:00:00+00:00,58.0,b
9,398713.0,44948.0,8433.0,approved,2020-09-04 00:00:00+00:00,19.32,Exercise 11,11.0,60.0,180.0,Student 350,2020-07-24 00:00:00+00:00,2021-02-26 00:00:00+00:00,22.0,a
10,404188.0,45726.0,8434.0,approved,2020-09-16 00:00:00+00:00,15.23,Exercise 21,21.0,60.0,180.0,Student 123,2020-08-13 00:00:00+00:00,2021-03-23 00:00:00+00:00,49.0,b
11,407083.0,47083.0,8433.0,approved,2020-09-22 00:00:00+00:00,13.52,Exercise 11,11.0,60.0,180.0,Student 281,2020-09-13 00:00:00+00:00,2021-05-03 00:00:00+00:00,45.0,b
12,413967.0,47180.0,8433.0,approved,2020-10-06 00:00:00+00:00,6.87,Exercise 11,11.0,60.0,180.0,Student 280,2020-09-15 00:00:00+00:00,2021-05-01 00:00:00+00:00,22.0,a
13,413409.0,47814.0,8433.0,approved,2020-10-05 00:00:00+00:00,16.13,Exercise 11,11.0,60.0,180.0,Student 125,2020-09-28 00:00:00+00:00,2021-05-03 00:00:00+00:00,28.0,b
14,373136.0,42182.0,8433.0,approved,2020-07-11 00:00:00+00:00,133.32,Exercise 11,11.0,60.0,180.0,Student 94,2020-05-06 00:00:00+00:00,2021-01-07 00:00:00+00:00,26.0,b
15,409744.0,43611.0,8434.0,approved,2020-09-30 00:00:00+00:00,88.15,Exercise 21,21.0,60.0,180.0,Student 95,2020-06-16 00:00:00+00:00,2021-01-18 00:00:00+00:00,40.0,b
16,382932.0,43611.0,8433.0,approved,2020-07-29 00:00:00+00:00,22.69,Exercise 11,11.0,60.0,180.0,Student 95,2020-06-16 00:00:00+00:00,2021-01-18 00:00:00+00:00,40.0,b
17,416701.0,44288.0,8434.0,waiting_for_review,,0.0,Exercise 21,21.0,60.0,180.0,Student 368,2020-07-03 00:00:00+00:00,2021-02-05 00:00:00+00:00,35.0,b
18,399597.0,44288.0,8433.0,approved,2020-09-09 00:00:00+00:00,93.82000000000001,Exercise 11,11.0,60.0,180.0,Student 368,2020-07-03 00:00:00+00:00,2021-02-05 00:00:00+00:00,35.0,b
19,400333.0,44490.0,8434.0,approved,2020-09-09 00:00:00+00:00,45.81,Exercise 21,21.0,60.0,180.0,Student 126,2020-07-10 00:00:00+00:00,2021-04-08 00:00:00+00:00,48.0,b
20,396392.0,44614.0,8434.0,approved,2020-09-02 00:00:00+00:00,107.47,Exercise 21,21.0,60.0,180.0,Student 208,2020-07-14 00:00:00+00:00,2021-02-25 00:00:00+00:00,50.0,a
21,383032.0,44614.0,8433.0,approved,2020-07-29 00:00:00+00:00,22.96,Exercise 11,11.0,60.0,180.0,Student 208,2020-07-14 00:00:00+00:00,2021-02-25 00:00:00+00:00,50.0,a
22,417628.0,44843.0,8434.0,waiting_for_review,,0.0,Exercise 21,21.0,60.0,180.0,Student 127,2020-07-21 00:00:00+00:00,2021-02-26 00:00:00+00:00,34.0,a
23,394750.0,44843.0,8433.0,approved,2020-08-26 00:00:00+00:00,21.23,Exercise 11,11.0,60.0,180.0,Student 127,2020-07-21 00:00:00+00:00,2021-02-26 00:00:00+00:00,34.0,a
24,411459.0,46695.0,8433.0,approved,2020-09-30 00:00:00+00:00,7.93,Exercise 11,11.0,60.0,180.0,Student 359,2020-09-03 00:00:00+00:00,2021-04-06 00:00:00+00:00,24.0,a
25,409363.0,46928.0,8433.0,approved,2020-09-30 00:00:00+00:00,117.2,Exercise 11,11.0,60.0,180.0,Student 209,2020-09-09 00:00:00+00:00,2021-04-19 00:00:00+00:00,33.0,a
26,410972.0,45791.0,8434.0,approved,2020-09-30 00:00:00+00:00,19.63,Exercise 21,21.0,60.0,180.0,Student 38,2020-08-14 00:00:00+00:00,2021-01-05 00:00:00+00:00,40.0,b
27,403370.0,45791.0,8433.0,approved,2020-09-15 00:00:00+00:00,30.16,Exercise 11,11.0,60.0,180.0,Student 38,2020-08-14 00:00:00+00:00,2021-01-05 00:00:00+00:00,40.0,b
28,411064.0,46794.0,8433.0,approved,2020-09-30 00:00:00+00:00,17.830000000000002,Exercise 11,11.0,60.0,180.0,Student 17,2020-09-05 00:00:00+00:00,2021-01-19 00:00:00+00:00,28.0,a
29,416817.0,44961.0,8435.0,approved,2020-10-12 00:00:00+00:00,22.27,Exercise 31,31.0,60.0,180.0,Student 283,2020-07-24 00:00:00+00:00,2021-03-10 00:00:00+00:00,52.0,b
30,398815.0,44961.0,8434.0,approved,2020-09-04 00:00:00+00:00,7.15,Exercise 21,21.0,60.0,180.0,Student 283,2020-07-24 00:00:00+00:00,2021-03-10 00:00:00+00:00,52.0,b
31,386852.0,44961.0,8433.0,approved,2020-08-07 00:00:00+00:00,20.53,Exercise 11,11.0,60.0,180.0,Student 283,2020-07-24 00:00:00+00:00,2021-03-10 00:00:00+00:00,52.0,b
32,404774.0,44988.0,8434.0,approved,2020-09-17 00:00:00+00:00,4.37,Exercise 21,21.0,60.0,180.0,Student 128,2020-07-25 00:00:00+00:00,2021-02-26 00:00:00+00:00,45.0,a
33,391226.0,44988.0,8433.0,approved,2020-08-18 00:00:00+00:00,17.98,Exercise 11,11.0,60.0,180.0,Student 128,2020-07-25 00:00:00+00:00,2021-02-26 00:00:00+00:00,45.0,a
34,416380.0,45299.0,8434.0,approved,2020-10-10 00:00:00+00:00,6.32,Exercise 21,21.0,60.0,180.0,Student 210,2020-07-31 00:00:00+00:00,2021-03-07 00:00:00+00:00,36.0,b
35,395792.0,45299.0,8433.0,approved,2020-08-28 00:00:00+00:00,6.74,Exercise 11,11.0,60.0,180.0,Student 210,2020-07-31 00:00:00+00:00,2021-03-07 00:00:00+00:00,36.0,b
36,416736.0,45527.0,8434.0,almost_there,,6.39,Exercise 21,21.0,60.0,180.0,Student 129,2020-08-07 00:00:00+00:00,2021-03-09 00:00:00+00:00,34.0,a
37,402536.0,45527.0,8433.0,approved,2020-09-12 00:00:00+00:00,18.91,Exercise 11,11.0,60.0,180.0,Student 129,2020-08-07 00:00:00+00:00,2021-03-09 00:00:00+00:00,34.0,a
38,405829.0,46462.0,8433.0,approved,2020-09-19 00:00:00+00:00,6.32,Exercise 11,11.0,60.0,180.0,Student 250,2020-08-28 00:00:00+00:00,2021-04-04 00:00:00+00:00,33.0,b
39,411615.0,46631.0,8433.0,approved,2020-10-02 00:00:00+00:00,12.275,Exercise 11,11.0,60.0,180.0,Student 57,2020-09-01 00:00:00+00:00,2021-03-01 00:00:00+00:00,22.0,a
40,415355.0,46806.0,8434.0,approved,2020-10-09 00:00:00+00:00,14.35,Exercise 21,21.0,60.0,180.0,Student 282,2020-09-05 00:00:00+00:00,2021-04-18 00:00:00+00:00,36.0,a
41,408608.0,46806.0,8433.0,approved,2020-09-24 00:00:00+00:00,7.66,Exercise 11,11.0,60.0,180.0,Student 282,2020-09-05 00:00:00+00:00,2021-04-18 00:00:00+00:00,36.0,a
42,409153.0,41598.0,8434.0,approved,2020-09-25 00:00:00+00:00,4.13,Exercise 21,21.0,60.0,180.0,Student 56,2020-04-22 00:00:00+00:00,2021-02-01 00:00:00+00:00,42.0,a
43,385879.0,41598.0,8433.0,approved,2020-08-05 00:00:00+00:00,12.01,Exercise 11,11.0,60.0,180.0,Student 56,2020-04-22 00:00:00+00:00,2021-02-01 00:00:00+00:00,42.0,a
44,387227.0,43750.0,8433.0,approved,2020-08-09 00:00:00+00:00,36.42,Exercise 11,11.0,60.0,180.0,Student 61,2020-06-20 00:00:00+00:00,2021-04-15 00:00:00+00:00,27.0,a
45,391555.0,43923.0,8434.0,approved,2020-08-18 00:00:00+00:00,5.28,Exercise 21,21.0,60.0,180.0,Student 304,2020-06-25 00:00:00+00:00,2021-02-10 00:00:00+00:00,50.0,b
46,405580.0,45727.0,8433.0,approved,2020-09-18 00:00:00+00:00,4.48,Exercise 11,11.0,60.0,180.0,Student 1,2020-08-13 00:00:00+00:00,2020-12-15 00:00:00+00:00,22.0,b
47,415661.0,46150.0,8434.0,approved,2020-10-08 00:00:00+00:00,2.77,Exercise 21,21.0,60.0,180.0,Student 4,2020-08-23 00:00:00+00:00,2021-01-05 00:00:00+00:00,36.0,a
48,404550.0,46150.0,8433.0,approved,2020-09-16 00:00:00+00:00,1.35,Exercise 11,11.0,60.0,180.0,Student 4,2020-08-23 00:00:00+00:00,2021-01-05 00:00:00+00:00,36.0,a
49,410247.0,46667.0,8433.0,approved,2020-10-12 00:00:00+00:00,30.805,Exercise 11,11.0,60.0,180.0,Student 18,2020-09-02 00:00:00+00:00,2021-01-19 00:00:00+00:00,27.0,a
50,410786.0,46668.0,8433.0,approved,2020-09-30 00:00:00+00:00,10.81,Exercise 11,11.0,60.0,180.0,Student 19,2020-09-02 00:00:00+00:00,2021-01-19 00:00:00+00:00,22.0,a
51,407326.0,46851.0,8433.0,approved,2020-09-22 00:00:00+00:00,7.02,Exercise 11,11.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
52,412683.0,46852.0,8433.0,approved,2020-10-05 00:00:00+00:00,31.275000000000002,Exercise 11,11.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
53,415759.0,46889.0,8433.0,approved,2020-10-09 00:00:00+00:00,21.13,Exercise 11,11.0,60.0,180.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
54,409468.0,47124.0,8433.0,approved,2020-09-27 00:00:00+00:00,34.370000000000005,Exercise 11,11.0,60.0,180.0,Student 20,2020-09-14 00:00:00+00:00,2021-02-02 00:00:00+00:00,33.0,a
55,413379.0,45506.0,8318.0,approved,2020-10-04 00:00:00+00:00,2.91,Exercise 14,14.0,420.0,540.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
56,407535.0,45506.0,8317.0,approved,2020-09-22 00:00:00+00:00,3.08,Exercise 13,13.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
57,401336.0,45506.0,8315.0,approved,2020-09-09 00:00:00+00:00,3.39,Exercise 10,10.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
58,399834.0,45506.0,8314.0,approved,2020-09-06 00:00:00+00:00,4.22,Exercise 9,9.0,240.0,360.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
59,398750.0,45506.0,8313.0,approved,2020-09-03 00:00:00+00:00,2.43,Exercise 8,8.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
60,398100.0,45506.0,8312.0,approved,2020-09-02 00:00:00+00:00,0.75,Exercise 7,7.0,240.0,360.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
61,393897.0,45506.0,8311.0,approved,2020-08-24 00:00:00+00:00,2.67,Exercise 6,6.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
62,392588.0,45506.0,8310.0,approved,2020-08-20 00:00:00+00:00,0.77,Exercise 5,5.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
63,390955.0,45506.0,8309.0,approved,2020-08-17 00:00:00+00:00,1.29,Exercise 4,4.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
64,389583.0,45506.0,8308.0,approved,2020-08-13 00:00:00+00:00,0.65,Exercise 3,3.0,60.0,180.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
65,389424.0,45506.0,8307.0,approved,2020-08-13 00:00:00+00:00,2.76,Exercise 2,2.0,240.0,360.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
66,388592.0,45506.0,8306.0,approved,2020-08-11 00:00:00+00:00,1.43,Exercise 1,1.0,240.0,360.0,Student 374,2020-08-07 00:00:00+00:00,2021-05-09 00:00:00+00:00,22.0,a
67,415930.0,45650.0,8321.0,approved,2020-10-08 00:00:00+00:00,1.18,Exercise 17,17.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
68,414417.0,45650.0,8320.0,approved,2020-10-06 00:00:00+00:00,3.72,Exercise 16,16.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
69,413785.0,45650.0,8319.0,approved,2020-10-05 00:00:00+00:00,2.93,Exercise 15,15.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
70,412297.0,45650.0,8318.0,approved,2020-10-02 00:00:00+00:00,1.07,Exercise 14,14.0,420.0,540.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
71,405395.0,45650.0,8317.0,approved,2020-09-17 00:00:00+00:00,0.79,Exercise 13,13.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
72,401910.0,45650.0,8315.0,approved,2020-09-10 00:00:00+00:00,1.59,Exercise 10,10.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
73,401829.0,45650.0,8314.0,approved,2020-09-10 00:00:00+00:00,0.22000000000000003,Exercise 9,9.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
74,401545.0,45650.0,8313.0,approved,2020-09-09 00:00:00+00:00,1.1,Exercise 8,8.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
75,400352.0,45650.0,8312.0,approved,2020-09-07 00:00:00+00:00,2.5,Exercise 7,7.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
76,395208.0,45650.0,8311.0,approved,2020-08-26 00:00:00+00:00,1.49,Exercise 6,6.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
77,393656.0,45650.0,8310.0,approved,2020-08-23 00:00:00+00:00,0.8600000000000001,Exercise 5,5.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
78,392004.0,45650.0,8309.0,approved,2020-08-19 00:00:00+00:00,0.6000000000000001,Exercise 4,4.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
79,391739.0,45650.0,8308.0,approved,2020-08-18 00:00:00+00:00,0.56,Exercise 3,3.0,60.0,180.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
80,391107.0,45650.0,8307.0,approved,2020-08-17 00:00:00+00:00,0.9400000000000001,Exercise 2,2.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
81,390378.0,45650.0,8306.0,approved,2020-08-16 00:00:00+00:00,1.065,Exercise 1,1.0,240.0,360.0,Student 120,2020-08-11 00:00:00+00:00,2021-03-20 00:00:00+00:00,28.0,b
82,414971.0,46955.0,8317.0,approved,2020-10-07 00:00:00+00:00,2.01,Exercise 13,13.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
83,413700.0,46955.0,8315.0,approved,2020-10-05 00:00:00+00:00,2.75,Exercise 10,10.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
84,413396.0,46955.0,8314.0,approved,2020-10-04 00:00:00+00:00,2.17,Exercise 9,9.0,240.0,360.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
85,411004.0,46955.0,8313.0,approved,2020-09-29 00:00:00+00:00,1.69,Exercise 8,8.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
86,409985.0,46955.0,8312.0,approved,2020-09-27 00:00:00+00:00,1.06,Exercise 7,7.0,240.0,360.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
87,404993.0,46955.0,8311.0,approved,2020-09-17 00:00:00+00:00,4.17,Exercise 6,6.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
88,404109.0,46955.0,8310.0,approved,2020-09-15 00:00:00+00:00,1.54,Exercise 5,5.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
89,403935.0,46955.0,8309.0,approved,2020-09-15 00:00:00+00:00,2.0,Exercise 4,4.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
90,402403.0,46955.0,8307.0,approved,2020-09-11 00:00:00+00:00,1.02,Exercise 2,2.0,240.0,360.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
91,403385.0,46955.0,8308.0,approved,2020-09-14 00:00:00+00:00,2.06,Exercise 3,3.0,60.0,180.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
92,402034.0,46955.0,8306.0,approved,2020-09-10 00:00:00+00:00,0.9500000000000001,Exercise 1,1.0,240.0,360.0,Student 279,2020-09-10 00:00:00+00:00,2021-04-19 00:00:00+00:00,21.0,a
93,412970.0,45974.0,8433.0,approved,2020-10-06 00:00:00+00:00,72.92,Exercise 11,11.0,60.0,180.0,Student 130,2020-08-19 00:00:00+00:00,2021-03-23 00:00:00+00:00,21.0,b
94,409522.0,46752.0,8433.0,approved,2020-09-28 00:00:00+00:00,47.120000000000005,Exercise 11,11.0,60.0,180.0,Student 284,2020-09-04 00:00:00+00:00,2021-04-18 00:00:00+00:00,31.0,a
95,417375.0,46851.0,8324.0,approved,2020-10-12 00:00:00+00:00,3.73,Exercise 20,20.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
96,416200.0,46851.0,8323.0,approved,2020-10-09 00:00:00+00:00,5.05,Exercise 19,19.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
97,414536.0,46851.0,8322.0,approved,2020-10-08 00:00:00+00:00,2.25,Exercise 18,18.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
98,413810.0,46851.0,8321.0,approved,2020-10-05 00:00:00+00:00,5.99,Exercise 17,17.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
99,412643.0,46851.0,8320.0,approved,2020-10-03 00:00:00+00:00,5.66,Exercise 16,16.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
100,412114.0,46851.0,8319.0,approved,2020-10-02 00:00:00+00:00,3.88,Exercise 15,15.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
101,411572.0,46851.0,8318.0,approved,2020-09-30 00:00:00+00:00,3.38,Exercise 14,14.0,420.0,540.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
102,407477.0,46851.0,8317.0,approved,2020-09-22 00:00:00+00:00,1.06,Exercise 13,13.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
103,406831.0,46851.0,8315.0,approved,2020-09-21 00:00:00+00:00,7.48,Exercise 10,10.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
104,406767.0,46851.0,8314.0,approved,2020-09-21 00:00:00+00:00,9.62,Exercise 9,9.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
105,405068.0,46851.0,8313.0,approved,2020-09-17 00:00:00+00:00,5.48,Exercise 8,8.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
106,403924.0,46851.0,8311.0,approved,2020-09-16 00:00:00+00:00,4.895,Exercise 6,6.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
107,404560.0,46851.0,8312.0,approved,2020-09-16 00:00:00+00:00,6.35,Exercise 7,7.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
108,402447.0,46851.0,8310.0,approved,2020-09-11 00:00:00+00:00,2.62,Exercise 5,5.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
109,401880.0,46851.0,8309.0,approved,2020-09-10 00:00:00+00:00,4.13,Exercise 4,4.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
110,400709.0,46851.0,8307.0,approved,2020-09-09 00:00:00+00:00,6.12,Exercise 2,2.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
111,400649.0,46851.0,8306.0,approved,2020-09-09 00:00:00+00:00,8.02,Exercise 1,1.0,240.0,360.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
112,401358.0,46851.0,8308.0,approved,2020-09-10 00:00:00+00:00,6.355,Exercise 3,3.0,60.0,180.0,Student 7,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,33.0,b
113,417162.0,46852.0,8319.0,a_little_more,,5.11,Exercise 15,15.0,240.0,360.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
114,415598.0,46852.0,8318.0,approved,2020-10-08 00:00:00+00:00,0.23,Exercise 14,14.0,420.0,540.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
115,414446.0,46852.0,8317.0,approved,2020-10-07 00:00:00+00:00,7.685,Exercise 13,13.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
116,411690.0,46852.0,8315.0,approved,2020-09-30 00:00:00+00:00,0.46,Exercise 10,10.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
117,410286.0,46852.0,8314.0,approved,2020-09-28 00:00:00+00:00,7.59,Exercise 9,9.0,240.0,360.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
118,409869.0,46852.0,8313.0,approved,2020-09-28 00:00:00+00:00,11.46,Exercise 8,8.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
119,408916.0,46852.0,8312.0,approved,2020-09-25 00:00:00+00:00,9.32,Exercise 7,7.0,240.0,360.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
120,405687.0,46852.0,8311.0,approved,2020-09-18 00:00:00+00:00,4.7,Exercise 6,6.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
121,404671.0,46852.0,8310.0,approved,2020-09-16 00:00:00+00:00,3.72,Exercise 5,5.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
122,403768.0,46852.0,8309.0,approved,2020-09-15 00:00:00+00:00,4.755,Exercise 4,4.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
123,403249.0,46852.0,8308.0,approved,2020-09-14 00:00:00+00:00,7.33,Exercise 3,3.0,60.0,180.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
124,402939.0,46852.0,8307.0,approved,2020-09-13 00:00:00+00:00,10.450000000000001,Exercise 2,2.0,240.0,360.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
125,401893.0,46852.0,8306.0,approved,2020-09-11 00:00:00+00:00,4.645,Exercise 1,1.0,240.0,360.0,Student 5,2020-09-07 00:00:00+00:00,2021-01-19 00:00:00+00:00,24.0,b
126,416466.0,46889.0,8317.0,approved,2020-10-10 00:00:00+00:00,19.580000000000002,Exercise 13,13.0,60.0,180.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
127,412130.0,46889.0,8315.0,approved,2020-10-01 00:00:00+00:00,2.9,Exercise 10,10.0,60.0,180.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
128,410857.0,46889.0,8314.0,approved,2020-09-29 00:00:00+00:00,5.37,Exercise 9,9.0,240.0,360.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
129,410279.0,46889.0,8313.0,approved,2020-09-28 00:00:00+00:00,6.09,Exercise 8,8.0,60.0,180.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
130,410033.0,46889.0,8312.0,approved,2020-09-28 00:00:00+00:00,18.740000000000002,Exercise 7,7.0,240.0,360.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
131,408567.0,46889.0,8311.0,approved,2020-09-24 00:00:00+00:00,6.13,Exercise 6,6.0,60.0,180.0,Student 6,2020-09-08 00:00:00+00:00,2021-01-19 00:00:00+00:00,21.0,a
